http://www.wikidata.org/entity/Q1969448,skos:Concept
http://www.wikidata.org/entity/Q151885,skos:Concept
http://www.wikidata.org/entity/Q3305213,edm:ProvidedCHO
http://www.wikidata.org/entity/Q3331189,edm:ProvidedCHO
http://www.wikidata.org/entity/Q11032,edm:ProvidedCHO
http://www.wikidata.org/entity/Q737498,edm:ProvidedCHO
http://www.wikidata.org/entity/Q41298,edm:ProvidedCHO
http://www.wikidata.org/entity/Q5633421,edm:ProvidedCHO
http://www.wikidata.org/entity/Q191067,edm:ProvidedCHO
http://www.wikidata.org/entity/Q17537576,edm:ProvidedCHO
http://www.wikidata.org/entity/Q215627,edm:Agent
http://www.wikidata.org/entity/Q5,edm:Agent
http://www.wikidata.org/entity/Q43229,edm:Agent
http://www.wikidata.org/entity/Q207694,edm:Agent
http://www.wikidata.org/entity/Q1030034,edm:Agent
http://www.wikidata.org/entity/Q618123,edm:Place
http://www.wikidata.org/entity/Q1190554,edm:TimeSpan
http://www.wikidata.org/entity/Q3661311,edm:Agent
http://www.wikidata.org/entity/Q1618899,edm:Agent
http://www.wikidata.org/entity/Q1136342,edm:Agent
http://www.wikidata.org/entity/Q127843,edm:Agent
http://www.wikidata.org/entity/Q5633421,edm:Agent
